Tag,VR,Keyword
"(0040,4033)",SQ,OutputInformationSequence
"(0040,4034)",SQ,ScheduledHumanPerformersSequence
"(0040,4035)",SQ,ActualHumanPerformersSequence
"(0040,4036)",LO,HumanPerformerOrganization
"(0040,4037)",PN,HumanPerformerName
"(0040,4040)",CS,RawDataHandling
"(0040,4041)",CS,InputReadinessState
"(0040,4050)",DT,PerformedProcedureStepStartDateTime
"(0040,4051)",DT,PerformedProcedureStepEndDateTime
"(0040,4052)",DT,ProcedureStepCancellationDateTime
"(0040,4070)",SQ,OutputDestinationSequence
"(0040,4071)",SQ,DICOMStorageSequence
"(0040,4072)",SQ,STOWRSStorageSequence
"(0040,4073)",UR,StorageURL
"(0040,4074)",SQ,XDSStorageSequence
"(0040,8302)",DS,EntranceDoseInmGy
"(0040,8303)",CS,EntranceDoseDerivation
"(0040,9092)",SQ,ParametricMapFrameTypeSequence
"(0040,9094)",SQ,ReferencedImageRealWorldValueMappingSequence
"(0040,9096)",SQ,RealWorldValueMappingSequence
"(0040,9098)",SQ,PixelValueMappingCodeSequence
"(0040,9210)",SH,LUTLabel
"(0040,9211)",US or SS,RealWorldValueLastValueMapped
"(0040,9212)",FD,RealWorldValueLUTData
"(0040,9213)",FD,DoubleFloatRealWorldValueLastValueMapped
"(0040,9214)",FD,DoubleFloatRealWorldValueFirstValueMapped
"(0040,9216)",US or SS,RealWorldValueFirstValueMapped
"(0040,9220)",SQ,QuantityDefinitionSequence
"(0040,9224)",FD,RealWorldValueIntercept
"(0040,9225)",FD,RealWorldValueSlope
"(0040,A007)",CS,FindingsFlagTrial
"(0040,A010)",CS,RelationshipType
"(0040,A020)",SQ,FindingsSequenceTrial
"(0040,A021)",UI,FindingsGroupUIDTrial
"(0040,A022)",UI,ReferencedFindingsGroupUIDTrial
"(0040,A023)",DA,FindingsGroupRecordingDateTrial
"(0040,A024)",TM,FindingsGroupRecordingTimeTrial
"(0040,A026)",SQ,FindingsSourceCategoryCodeSequenceTrial
"(0040,A027)",LO,VerifyingOrganization
"(0040,A028)",SQ,DocumentingOrganizationIdentifierCodeSequenceTrial
"(0040,A030)",DT,VerificationDateTime
"(0040,A032)",DT,ObservationDateTime
"(0040,A040)",CS,ValueType
"(0040,A043)",SQ,ConceptNameCodeSequence
"(0040,A047)",LO,MeasurementPrecisionDescriptionTrial
"(0040,A050)",CS,ContinuityOfContent
"(0040,A057)",CS,UrgencyOrPriorityAlertsTrial
"(0040,A060)",LO,SequencingIndicatorTrial
"(0040,A066)",SQ,DocumentIdentifierCodeSequenceTrial
"(0040,A067)",PN,DocumentAuthorTrial
"(0040,A068)",SQ,DocumentAuthorIdentifierCodeSequenceTrial
"(0040,A070)",SQ,IdentifierCodeSequenceTrial
"(0040,A073)",SQ,VerifyingObserverSequence
"(0040,A074)",OB,ObjectBinaryIdentifierTrial
"(0040,A075)",PN,VerifyingObserverName
"(0040,A076)",SQ,DocumentingObserverIdentifierCodeSequenceTrial
"(0040,A078)",SQ,AuthorObserverSequence
"(0040,A07A)",SQ,ParticipantSequence
"(0040,A07C)",SQ,CustodialOrganizationSequence
"(0040,A080)",CS,ParticipationType
"(0040,A082)",DT,ParticipationDateTime
"(0040,A084)",CS,ObserverType
"(0040,A085)",SQ,ProcedureIdentifierCodeSequenceTrial
"(0040,A088)",SQ,VerifyingObserverIdentificationCodeSequence
"(0040,A089)",OB,ObjectDirectoryBinaryIdentifierTrial
"(0040,A090)",SQ,EquivalentCDADocumentSequence
"(0040,A0B0)",US,ReferencedWaveformChannels
"(0040,A110)",DA,DateOfDocumentOrVerbalTransactionTrial
"(0040,A112)",TM,TimeOfDocumentCreationOrVerbalTransactionTrial
"(0040,A120)",DT,DateTime
"(0040,A121)",DA,Date
"(0040,A122)",TM,Time
"(0040,A123)",PN,PersonName
"(0040,A124)",UI,UID
"(0040,A125)",CS,ReportStatusIDTrial
"(0040,A130)",CS,TemporalRangeType
"(0040,A132)",UL,ReferencedSamplePositions
"(0040,A136)",US,ReferencedFrameNumbers
"(0040,A138)",DS,ReferencedTimeOffsets
"(0040,A13A)",DT,ReferencedDateTime
"(0040,A160)",UT,TextValue
"(0040,A161)",FD,FloatingPointValue
"(0040,A162)",SL,RationalNumeratorValue
"(0040,A163)",UL,RationalDenominatorValue
"(0040,A167)",SQ,ObservationCategoryCodeSequenceTrial
"(0040,A168)",SQ,ConceptCodeSequence
"(0040,A16A)",ST,BibliographicCitationTrial
"(0040,A170)",SQ,PurposeOfReferenceCodeSequence
"(0040,A171)",UI,ObservationUID
"(0040,A172)",UI,ReferencedObservationUIDTrial
"(0040,A173)",CS,ReferencedObservationClassTrial
"(0040,A174)",CS,ReferencedObjectObservationClassTrial
"(0040,A180)",US,AnnotationGroupNumber
"(0040,A192)",DA,ObservationDateTrial
"(0040,A193)",TM,ObservationTimeTrial
"(0040,A194)",CS,MeasurementAutomationTrial
"(0040,A195)",SQ,ModifierCodeSequence
"(0040,A224)",ST,IdentificationDescriptionTrial
"(0040,A290)",CS,CoordinatesSetGeometricTypeTrial
"(0040,A296)",SQ,AlgorithmCodeSequenceTrial
"(0040,A297)",ST,AlgorithmDescriptionTrial
"(0040,A29A)",SL,PixelCoordinatesSetTrial
"(0040,A300)",SQ,MeasuredValueSequence
"(0040,A301)",SQ,NumericValueQualifierCodeSequence
"(0040,A307)",PN,CurrentObserverTrial
"(0040,A30A)",DS,NumericValue
"(0040,A313)",SQ,ReferencedAccessionSequenceTrial
"(0040,A33A)",ST,ReportStatusCommentTrial
"(0040,A340)",SQ,ProcedureContextSequenceTrial
"(0040,A352)",PN,VerbalSourceTrial
"(0040,A353)",ST,AddressTrial
"(0040,A354)",LO,TelephoneNumberTrial
"(0040,A358)",SQ,VerbalSourceIdentifierCodeSequenceTrial
"(0040,A360)",SQ,PredecessorDocumentsSequence
"(0040,A370)",SQ,ReferencedRequestSequence
"(0040,A372)",SQ,PerformedProcedureCodeSequence
"(0040,A375)",SQ,CurrentRequestedProcedureEvidenceSequence
"(0040,A380)",SQ,ReportDetailSequenceTrial
"(0040,A385)",SQ,PertinentOtherEvidenceSequence
"(0040,A390)",SQ,HL7StructuredDocumentReferenceSequence
"(0040,A402)",UI,ObservationSubjectUIDTrial
"(0040,A403)",CS,ObservationSubjectClassTrial
"(0040,A404)",SQ,ObservationSubjectTypeCodeSequenceTrial
"(0040,A491)",CS,CompletionFlag
"(0040,A492)",LO,CompletionFlagDescription
"(0040,A493)",CS,VerificationFlag
"(0040,A494)",CS,ArchiveRequested
"(0040,A496)",CS,PreliminaryFlag
"(0040,A504)",SQ,ContentTemplateSequence
"(0040,A525)",SQ,IdenticalDocumentsSequence
"(0040,A600)",CS,ObservationSubjectContextFlagTrial
"(0040,A601)",CS,ObserverContextFlagTrial
"(0040,A603)",CS,ProcedureContextFlagTrial
"(0040,A730)",SQ,ContentSequence
"(0040,A731)",SQ,RelationshipSequenceTrial
"(0040,A732)",SQ,RelationshipTypeCodeSequenceTrial
"(0040,A744)",SQ,LanguageCodeSequenceTrial
"(0040,A992)",ST,UniformResourceLocatorTrial
"(0040,B020)",SQ,WaveformAnnotationSequence
"(0040,DB00)",CS,TemplateIdentifier
"(0040,DB06)",DT,TemplateVersion
"(0040,DB07)",DT,TemplateLocalVersion
"(0040,DB0B)",CS,TemplateExtensionFlag
"(0040,DB0C)",UI,TemplateExtensionOrganizationUID
"(0040,DB0D)",UI,TemplateExtensionCreatorUID
"(0040,DB73)",UL,ReferencedContentItemIdentifier
"(0040,E001)",ST,HL7InstanceIdentifier
"(0040,E004)",DT,HL7DocumentEffectiveTime
"(0040,E006)",SQ,HL7DocumentTypeCodeSequence
"(0040,E008)",SQ,DocumentClassCodeSequence
"(0040,E010)",UR,RetrieveURI
"(0040,E011)",UI,RetrieveLocationUID
"(0040,E020)",CS,TypeOfInstances
"(0040,E021)",SQ,DICOMRetrievalSequence
"(0040,E022)",SQ,DICOMMediaRetrievalSequence
"(0040,E023)",SQ,WADORetrievalSequence
"(0040,E024)",SQ,XDSRetrievalSequence
"(0040,E025)",SQ,WADORSRetrievalSequence
"(0040,E030)",UI,RepositoryUniqueID
"(0040,E031)",UI,HomeCommunityID
"(0042,0010)",ST,DocumentTitle
"(0042,0011)",OB,EncapsulatedDocument
"(0042,0012)",LO,MIMETypeOfEncapsulatedDocument
"(0042,0013)",SQ,SourceInstanceSequence
"(0042,0014)",LO,ListOfMIMETypes
"(0042,0015)",UL,EncapsulatedDocumentLength
"(0044,0001)",ST,ProductPackageIdentifier
"(0044,0002)",CS,SubstanceAdministrationApproval
"(0044,0003)",LT,ApprovalStatusFurtherDescription
"(0044,0004)",DT,ApprovalStatusDateTime
"(0044,0007)",SQ,ProductTypeCodeSequence
"(0044,0008)",LO,ProductName
"(0044,0009)",LT,ProductDescription
"(0044,000A)",LO,ProductLotIdentifier
"(0044,000B)",DT,ProductExpirationDateTime
"(0044,0010)",DT,SubstanceAdministrationDateTime
"(0044,0011)",LO,SubstanceAdministrationNotes
"(0044,0012)",LO,SubstanceAdministrationDeviceID
"(0044,0013)",SQ,ProductParameterSequence
"(0044,0019)",SQ,SubstanceAdministrationParameterSequence
"(0044,0100)",SQ,ApprovalSequence
"(0044,0101)",SQ,AssertionCodeSequence
"(0044,0102)",UI,AssertionUID
"(0044,0103)",SQ,AsserterIdentificationSequence
"(0044,0104)",DT,AssertionDateTime
"(0044,0105)",DT,AssertionExpirationDateTime
"(0044,0106)",UT,AssertionComments
"(0044,0107)",SQ,RelatedAssertionSequence
"(0044,0108)",UI,ReferencedAssertionUID
"(0044,0109)",SQ,ApprovalSubjectSequence
"(0044,010A)",SQ,OrganizationalRoleCodeSequence
"(0046,0012)",LO,LensDescription
"(0046,0014)",SQ,RightLensSequence
"(0046,0015)",SQ,LeftLensSequence
"(0046,0016)",SQ,UnspecifiedLateralityLensSequence
"(0046,0018)",SQ,CylinderSequence
"(0046,0028)",SQ,PrismSequence
"(0046,0030)",FD,HorizontalPrismPower
"(0046,0032)",CS,HorizontalPrismBase
"(0046,0034)",FD,VerticalPrismPower
"(0046,0036)",CS,VerticalPrismBase
"(0046,0038)",CS,LensSegmentType
"(0046,0040)",FD,OpticalTransmittance
"(0046,0042)",FD,ChannelWidth
"(0046,0044)",FD,PupilSize
"(0046,0046)",FD,CornealSize
"(0046,0047)",SQ,CornealSizeSequence
"(0046,0050)",SQ,AutorefractionRightEyeSequence
"(0046,0052)",SQ,AutorefractionLeftEyeSequence
"(0046,0060)",FD,DistancePupillaryDistance
"(0046,0062)",FD,NearPupillaryDistance
"(0046,0063)",FD,IntermediatePupillaryDistance
"(0046,0064)",FD,OtherPupillaryDistance
"(0046,0070)",SQ,KeratometryRightEyeSequence
"(0046,0071)",SQ,KeratometryLeftEyeSequence
"(0046,0074)",SQ,SteepKeratometricAxisSequence
"(0046,0075)",FD,RadiusOfCurvature
"(0046,0076)",FD,KeratometricPower
"(0046,0077)",FD,KeratometricAxis
"(0046,0080)",SQ,FlatKeratometricAxisSequence
"(0046,0092)",CS,BackgroundColor
"(0046,0094)",CS,Optotype
"(0046,0095)",CS,OptotypePresentation
"(0046,0097)",SQ,SubjectiveRefractionRightEyeSequence
"(0046,0098)",SQ,SubjectiveRefractionLeftEyeSequence
"(0046,0100)",SQ,AddNearSequence
"(0046,0101)",SQ,AddIntermediateSequence
"(0046,0102)",SQ,AddOtherSequence
"(0046,0104)",FD,AddPower
"(0046,0106)",FD,ViewingDistance
"(0046,0110)",SQ,CorneaMeasurementsSequence
"(0046,0111)",SQ,SourceOfCorneaMeasurementDataCodeSequence
"(0046,0112)",SQ,SteepCornealAxisSequence
"(0046,0113)",SQ,FlatCornealAxisSequence
"(0046,0114)",FD,CornealPower
"(0046,0115)",FD,CornealAxis
"(0046,0116)",SQ,CorneaMeasurementMethodCodeSequence
"(0046,0117)",FL,RefractiveIndexOfCornea
"(0046,0118)",FL,RefractiveIndexOfAqueousHumor
"(0046,0121)",SQ,VisualAcuityTypeCodeSequence
"(0046,0122)",SQ,VisualAcuityRightEyeSequence
"(0046,0123)",SQ,VisualAcuityLeftEyeSequence
"(0046,0124)",SQ,VisualAcuityBothEyesOpenSequence
"(0046,0125)",CS,ViewingDistanceType
"(0046,0135)",SS,VisualAcuityModifiers
"(0046,0137)",FD,DecimalVisualAcuity
"(0046,0139)",LO,OptotypeDetailedDefinition
"(0046,0145)",SQ,ReferencedRefractiveMeasurementsSequence
"(0046,0146)",FD,SpherePower
"(0046,0147)",FD,CylinderPower
"(0046,0201)",CS,CornealTopographySurface
"(0046,0202)",FL,CornealVertexLocation
"(0046,0203)",FL,PupilCentroidXCoordinate
"(0046,0204)",FL,PupilCentroidYCoordinate
"(0046,0205)",FL,EquivalentPupilRadius
"(0046,0207)",SQ,CornealTopographyMapTypeCodeSequence
"(0046,0208)",IS,VerticesOfTheOutlineOfPupil
"(0046,0210)",SQ,CornealTopographyMappingNormalsSequence
"(0046,0211)",SQ,MaximumCornealCurvatureSequence
"(0046,0212)",FL,MaximumCornealCurvature
"(0046,0213)",FL,MaximumCornealCurvatureLocation
"(0046,0215)",SQ,MinimumKeratometricSequence
"(0046,0218)",SQ,SimulatedKeratometricCylinderSequence
"(0046,0220)",FL,AverageCornealPower
"(0046,0224)",FL,CornealISValue
"(0046,0227)",FL,AnalyzedArea
"(0046,0230)",FL,SurfaceRegularityIndex
"(0046,0232)",FL,SurfaceAsymmetryIndex
"(0046,0234)",FL,CornealEccentricityIndex
"(0046,0236)",FL,KeratoconusPredictionIndex
"(0046,0238)",FL,DecimalPotentialVisualAcuity
"(0046,0242)",CS,CornealTopographyMapQualityEvaluation
"(0046,0244)",SQ,SourceImageCornealProcessedDataSequence
"(0046,0247)",FL,CornealPointLocation
"(0046,0248)",CS,CornealPointEstimated
"(0046,0249)",FL,AxialPower
"(0046,0250)",FL,TangentialPower
"(0046,0251)",FL,RefractivePower
"(0046,0252)",FL,RelativeElevation
"(0046,0253)",FL,CornealWavefront
"(0048,0001)",FL,ImagedVolumeWidth
"(0048,0002)",FL,ImagedVolumeHeight
"(0048,0003)",FL,ImagedVolumeDepth
"(0048,0006)",UL,TotalPixelMatrixColumns
"(0048,0007)",UL,TotalPixelMatrixRows
"(0048,0008)",SQ,TotalPixelMatrixOriginSequence
"(0048,0010)",CS,SpecimenLabelInImage
"(0048,0011)",CS,FocusMethod
"(0048,0012)",CS,ExtendedDepthOfField
"(0048,0013)",US,NumberOfFocalPlanes
"(0048,0014)",FL,DistanceBetweenFocalPlanes
"(0048,0015)",US,RecommendedAbsentPixelCIELabValue
"(0048,0100)",SQ,IlluminatorTypeCodeSequence
"(0048,0102)",DS,ImageOrientationSlide
"(0048,0105)",SQ,OpticalPathSequence
"(0048,0106)",SH,OpticalPathIdentifier
"(0048,0107)",ST,OpticalPathDescription
"(0048,0108)",SQ,IlluminationColorCodeSequence
"(0048,0110)",SQ,SpecimenReferenceSequence
"(0048,0111)",DS,CondenserLensPower
"(0048,0112)",DS,ObjectiveLensPower
"(0048,0113)",DS,ObjectiveLensNumericalAperture
"(0048,0120)",SQ,PaletteColorLookupTableSequence
"(0048,0200)",SQ,ReferencedImageNavigationSequence
"(0048,0201)",US,TopLeftHandCornerOfLocalizerArea
"(0048,0202)",US,BottomRightHandCornerOfLocalizerArea
"(0048,0207)",SQ,OpticalPathIdentificationSequence
"(0048,021A)",SQ,PlanePositionSlideSequence
"(0048,021E)",SL,ColumnPositionInTotalImagePixelMatrix
"(0048,021F)",SL,RowPositionInTotalImagePixelMatrix
"(0048,0301)",CS,PixelOriginInterpretation
"(0048,0302)",UL,NumberOfOpticalPaths
"(0048,0303)",UL,TotalPixelMatrixFocalPlanes
"(0050,0004)",CS,CalibrationImage
"(0050,0010)",SQ,DeviceSequence
"(0050,0012)",SQ,ContainerComponentTypeCodeSequence
"(0050,0013)",FD,ContainerComponentThickness
"(0050,0014)",DS,DeviceLength
"(0050,0015)",FD,ContainerComponentWidth
"(0050,0016)",DS,DeviceDiameter
"(0050,0017)",CS,DeviceDiameterUnits
"(0050,0018)",DS,DeviceVolume
"(0050,0019)",DS,InterMarkerDistance
"(0050,001A)",CS,ContainerComponentMaterial
"(0050,001B)",LO,ContainerComponentID
"(0050,001C)",FD,ContainerComponentLength
"(0050,001D)",FD,ContainerComponentDiameter
"(0050,001E)",LO,ContainerComponentDescription
"(0050,0020)",LO,DeviceDescription
"(0050,0021)",ST,LongDeviceDescription
"(0052,0001)",FL,ContrastBolusIngredientPercentByVolume
"(0052,0002)",FD,OCTFocalDistance
"(0052,0003)",FD,BeamSpotSize
"(0052,0004)",FD,EffectiveRefractiveIndex
"(0052,0006)",CS,OCTAcquisitionDomain
"(0052,0007)",FD,OCTOpticalCenterWavelength
"(0052,0008)",FD,AxialResolution
"(0052,0009)",FD,RangingDepth
"(0052,0011)",FD,ALineRate
"(0052,0012)",US,ALinesPerFrame
"(0052,0013)",FD,CatheterRotationalRate
"(0052,0014)",FD,ALinePixelSpacing
"(0052,0016)",SQ,ModeOfPercutaneousAccessSequence
"(0052,0025)",SQ,IntravascularOCTFrameTypeSequence
"(0052,0026)",CS,OCTZOffsetApplied
"(0052,0027)",SQ,IntravascularFrameContentSequence
"(0052,0028)",FD,IntravascularLongitudinalDistance
"(0052,0029)",SQ,IntravascularOCTFrameContentSequence
"(0052,0030)",SS,OCTZOffsetCorrection
"(0052,0031)",CS,CatheterDirectionOfRotation
"(0052,0033)",FD,SeamLineLocation
"(0052,0034)",FD,FirstALineLocation
"(0052,0036)",US,SeamLineIndex
"(0052,0038)",US,NumberOfPaddedALines
"(0052,0039)",CS,InterpolationType
"(0052,003A)",CS,RefractiveIndexApplied
"(0054,0010)",US,EnergyWindowVector
"(0054,0011)",US,NumberOfEnergyWindows
"(0054,0012)",SQ,EnergyWindowInformationSequence
"(0054,0013)",SQ,EnergyWindowRangeSequence
"(0054,0014)",DS,EnergyWindowLowerLimit
"(0054,0015)",DS,EnergyWindowUpperLimit
"(0054,0016)",SQ,RadiopharmaceuticalInformationSequence
"(0054,0017)",IS,ResidualSyringeCounts
"(0054,0018)",SH,EnergyWindowName
"(0054,0020)",US,DetectorVector
"(0054,0021)",US,NumberOfDetectors
"(0054,0022)",SQ,DetectorInformationSequence
"(0054,0030)",US,PhaseVector
"(0054,0031)",US,NumberOfPhases
"(0054,0032)",SQ,PhaseInformationSequence
"(0054,0033)",US,NumberOfFramesInPhase
"(0054,0036)",IS,PhaseDelay
"(0054,0038)",IS,PauseBetweenFrames
"(0054,0039)",CS,PhaseDescription
"(0054,0050)",US,RotationVector
"(0054,0051)",US,NumberOfRotations
"(0054,0052)",SQ,RotationInformationSequence
"(0054,0053)",US,NumberOfFramesInRotation
"(0054,0060)",US,RRIntervalVector
"(0054,0061)",US,NumberOfRRIntervals
"(0054,0062)",SQ,GatedInformationSequence
"(0054,0063)",SQ,DataInformationSequence
"(0054,0070)",US,TimeSlotVector
"(0054,0071)",US,NumberOfTimeSlots
"(0054,0072)",SQ,TimeSlotInformationSequence
"(0054,0073)",DS,TimeSlotTime
"(0054,0080)",US,SliceVector
"(0054,0081)",US,NumberOfSlices
"(0054,0090)",US,AngularViewVector
"(0054,0100)",US,TimeSliceVector
"(0054,0101)",US,NumberOfTimeSlices
"(0054,0200)",DS,StartAngle
"(0054,0202)",CS,TypeOfDetectorMotion
"(0054,0210)",IS,TriggerVector
"(0054,0211)",US,NumberOfTriggersInPhase
"(0054,0220)",SQ,ViewCodeSequence
"(0054,0222)",SQ,ViewModifierCodeSequence
"(0054,0300)",SQ,RadionuclideCodeSequence
"(0054,0302)",SQ,AdministrationRouteCodeSequence
"(0054,0304)",SQ,RadiopharmaceuticalCodeSequence
"(0054,0306)",SQ,CalibrationDataSequence
"(0054,0308)",US,EnergyWindowNumber
"(0054,0400)",SH,ImageID
"(0054,0410)",SQ,PatientOrientationCodeSequence
"(0054,0412)",SQ,PatientOrientationModifierCodeSequence
"(0054,0414)",SQ,PatientGantryRelationshipCodeSequence
"(0054,0500)",CS,SliceProgressionDirection
"(0054,0501)",CS,ScanProgressionDirection
"(0054,1000)",CS,SeriesType
"(0054,1001)",CS,Units
"(0054,1002)",CS,CountsSource
"(0054,1004)",CS,ReprojectionMethod
"(0054,1006)",CS,SUVType
"(0054,1100)",CS,RandomsCorrectionMethod
"(0054,1101)",LO,AttenuationCorrectionMethod
"(0054,1102)",CS,DecayCorrection
"(0054,1103)",LO,ReconstructionMethod
"(0054,1104)",LO,DetectorLinesOfResponseUsed
"(0054,1105)",LO,ScatterCorrectionMethod
"(0054,1200)",DS,AxialAcceptance
"(0054,1201)",IS,AxialMash
"(0054,1202)",IS,TransverseMash
"(0054,1203)",DS,DetectorElementSize
"(0054,1210)",DS,CoincidenceWindowWidth
"(0054,1220)",CS,SecondaryCountsType
"(0054,1300)",DS,FrameReferenceTime
"(0054,1310)",IS,PrimaryPromptsCountsAccumulated
"(0054,1311)",IS,SecondaryCountsAccumulated
"(0054,1320)",DS,SliceSensitivityFactor
"(0054,1321)",DS,DecayFactor
"(0054,1322)",DS,DoseCalibrationFactor
"(0054,1323)",DS,ScatterFractionFactor
"(0054,1324)",DS,DeadTimeFactor
"(0054,1330)",US,ImageIndex
"(0054,1400)",CS,CountsIncluded
"(0054,1401)",CS,DeadTimeCorrectionFlag
"(0060,3000)",SQ,HistogramSequence
"(0060,3002)",US,HistogramNumberOfBins
"(0060,3004)",US or SS,HistogramFirstBinValue
"(0060,3006)",US or SS,HistogramLastBinValue
"(0060,3008)",US,HistogramBinWidth
"(0060,3010)",LO,HistogramExplanation
"(0060,3020)",UL,HistogramData
"(0062,0001)",CS,SegmentationType
"(0062,0002)",SQ,SegmentSequence
"(0062,0003)",SQ,SegmentedPropertyCategoryCodeSequence
"(0062,0004)",US,SegmentNumber
"(0062,0005)",LO,SegmentLabel
"(0062,0006)",ST,SegmentDescription
"(0062,0007)",SQ,SegmentationAlgorithmIdentificationSequence
"(0062,0008)",CS,SegmentAlgorithmType
"(0062,0009)",LO,SegmentAlgorithmName
"(0062,000A)",SQ,SegmentIdentificationSequence
"(0062,000B)",US,ReferencedSegmentNumber
"(0062,000C)",US,RecommendedDisplayGrayscaleValue
"(0062,000D)",US,RecommendedDisplayCIELabValue
"(0062,000E)",US,MaximumFractionalValue
"(0062,000F)",SQ,SegmentedPropertyTypeCodeSequence
"(0062,0010)",CS,SegmentationFractionalType
"(0062,0011)",SQ,SegmentedPropertyTypeModifierCodeSequence
"(0062,0012)",SQ,UsedSegmentsSequence
"(0062,0013)",CS,SegmentsOverlap
"(0062,0020)",UT,TrackingID
"(0062,0021)",UI,TrackingUID
"(0064,0002)",SQ,DeformableRegistrationSequence
"(0064,0003)",UI,SourceFrameOfReferenceUID
"(0064,0005)",SQ,DeformableRegistrationGridSequence
"(0064,0007)",UL,GridDimensions
"(0064,0008)",FD,GridResolution
"(0064,0009)",OF,VectorGridData
"(0064,000F)",SQ,PreDeformationMatrixRegistrationSequence
"(0064,0010)",SQ,PostDeformationMatrixRegistrationSequence
"(0066,0001)",UL,NumberOfSurfaces
"(0066,0002)",SQ,SurfaceSequence
"(0066,0003)",UL,SurfaceNumber
"(0066,0004)",LT,SurfaceComments
"(0066,0009)",CS,SurfaceProcessing
"(0066,000A)",FL,SurfaceProcessingRatio
"(0066,000B)",LO,SurfaceProcessingDescription
"(0066,000C)",FL,RecommendedPresentationOpacity
"(0066,000D)",CS,RecommendedPresentationType
"(0066,000E)",CS,FiniteVolume
"(0066,0010)",CS,Manifold
"(0066,0011)",SQ,SurfacePointsSequence
"(0066,0012)",SQ,SurfacePointsNormalsSequence
"(0066,0013)",SQ,SurfaceMeshPrimitivesSequence
"(0066,0015)",UL,NumberOfSurfacePoints
"(0066,0016)",OF,PointCoordinatesData
"(0066,0017)",FL,PointPositionAccuracy
"(0066,0018)",FL,MeanPointDistance
"(0066,0019)",FL,MaximumPointDistance
"(0066,001A)",FL,PointsBoundingBoxCoordinates
"(0066,001B)",FL,AxisOfRotation
"(0066,001C)",FL,CenterOfRotation
"(0066,001E)",UL,NumberOfVectors
"(0066,001F)",US,VectorDimensionality
"(0066,0020)",FL,VectorAccuracy
"(0066,0021)",OF,VectorCoordinateData
"(0066,0023)",OW,TrianglePointIndexList
"(0066,0024)",OW,EdgePointIndexList
"(0066,0025)",OW,VertexPointIndexList
"(0066,0026)",SQ,TriangleStripSequence
"(0066,0027)",SQ,TriangleFanSequence
"(0066,0028)",SQ,LineSequence
"(0066,0029)",OW,PrimitivePointIndexList
"(0066,002A)",UL,SurfaceCount
"(0066,002B)",SQ,ReferencedSurfaceSequence
"(0066,002C)",UL,ReferencedSurfaceNumber
"(0066,002D)",SQ,SegmentSurfaceGenerationAlgorithmIdentificationSequence
"(0066,002E)",SQ,SegmentSurfaceSourceInstanceSequence
"(0066,002F)",SQ,AlgorithmFamilyCodeSequence
"(0066,0030)",SQ,AlgorithmNameCodeSequence
"(0066,0031)",LO,AlgorithmVersion
"(0066,0032)",LT,AlgorithmParameters
"(0066,0034)",SQ,FacetSequence
"(0066,0035)",SQ,SurfaceProcessingAlgorithmIdentificationSequence
"(0066,0036)",LO,AlgorithmName
"(0066,0037)",FL,RecommendedPointRadius
"(0066,0038)",FL,RecommendedLineThickness
"(0066,0040)",OL,LongPrimitivePointIndexList
"(0066,0041)",OL,LongTrianglePointIndexList
"(0066,0042)",OL,LongEdgePointIndexList
"(0066,0043)",OL,LongVertexPointIndexList
"(0066,0101)",SQ,TrackSetSequence
"(0066,0102)",SQ,TrackSequence
"(0066,0103)",OW,RecommendedDisplayCIELabValueList
"(0066,0104)",SQ,TrackingAlgorithmIdentificationSequence
"(0066,0105)",UL,TrackSetNumber
"(0066,0106)",LO,TrackSetLabel
"(0066,0107)",UT,TrackSetDescription
"(0066,0108)",SQ,TrackSetAnatomicalTypeCodeSequence
"(0066,0121)",SQ,MeasurementsSequence
"(0066,0124)",SQ,TrackSetStatisticsSequence
"(0066,0125)",OF,FloatingPointValues
"(0066,0129)",OL,TrackPointIndexList
"(0066,0130)",SQ,TrackStatisticsSequence
"(0066,0132)",SQ,MeasurementValuesSequence
"(0066,0133)",SQ,DiffusionAcquisitionCodeSequence
"(0066,0134)",SQ,DiffusionModelCodeSequence
"(0068,6210)",LO,ImplantSize
"(0068,6221)",LO,ImplantTemplateVersion
"(0068,6222)",SQ,ReplacedImplantTemplateSequence
"(0068,6223)",CS,ImplantType
"(0068,6224)",SQ,DerivationImplantTemplateSequence
"(0068,6225)",SQ,OriginalImplantTemplateSequence
"(0068,6226)",DT,EffectiveDateTime
"(0068,6230)",SQ,ImplantTargetAnatomySequence
"(0068,6260)",SQ,InformationFromManufacturerSequence
"(0068,6265)",SQ,NotificationFromManufacturerSequence
"(0068,6270)",DT,InformationIssueDateTime
"(0068,6280)",ST,InformationSummary
"(0068,62A0)",SQ,ImplantRegulatoryDisapprovalCodeSequence
"(0068,62A5)",FD,OverallTemplateSpatialTolerance
"(0068,62C0)",SQ,HPGLDocumentSequence
"(0068,62D0)",US,HPGLDocumentID
"(0068,62D5)",LO,HPGLDocumentLabel
"(0068,62E0)",SQ,ViewOrientationCodeSequence
"(0068,62F0)",SQ,ViewOrientationModifierCodeSequence
"(0068,62F2)",FD,HPGLDocumentScaling
"(0068,6300)",OB,HPGLDocument
"(0068,6310)",US,HPGLContourPenNumber
"(0068,6320)",SQ,HPGLPenSequence
"(0068,6330)",US,HPGLPenNumber
"(0068,6340)",LO,HPGLPenLabel
"(0068,6345)",ST,HPGLPenDescription
"(0068,6346)",FD,RecommendedRotationPoint
"(0068,6347)",FD,BoundingRectangle
"(0068,6350)",US,ImplantTemplate3DModelSurfaceNumber
"(0068,6360)",SQ,SurfaceModelDescriptionSequence
